,bedroom_count,bath_count,finished_sq_feet,home_value,year_built,tax_amount,fips
12021,4.0,2.0,1400.0,379476.0,1912.0,4936.2,6037.0
12022,3.0,1.0,816.0,166435.0,1908.0,2561.91,6037.0
12023,5.0,3.0,2428.0,124263.0,1968.0,1801.18,6037.0
12024,3.0,2.0,1350.0,500489.0,1961.0,6337.95,6037.0
12025,3.0,1.0,1121.0,64632.0,1961.0,1299.2,6037.0
12026,2.0,1.0,720.0,292000.0,1959.0,4016.3,6037.0
12027,2.0,1.0,1092.0,32053.0,1928.0,991.34,6037.0
12028,3.0,2.0,1230.0,216459.0,1928.0,3074.79,6037.0
12029,4.0,1.0,1166.0,261134.0,1908.0,3630.23,6037.0
12030,3.0,1.0,1035.0,152100.0,1921.0,2297.41,6037.0
12031,3.0,1.0,1337.0,170926.0,1914.0,2544.49,6037.0
12032,1.0,1.0,720.0,247264.0,1940.0,3504.82,6037.0
12033,2.0,1.0,818.0,220261.0,1917.0,2772.18,6037.0
12034,2.0,1.0,583.0,329955.0,1925.0,4455.41,6037.0
12035,3.0,1.0,1080.0,230810.0,1956.0,3236.98,6037.0
12036,2.0,1.0,1174.0,226986.0,1929.0,3267.79,6037.0
12037,3.0,1.0,1000.0,70189.0,1908.0,1360.27,6037.0
12038,3.0,1.0,1120.0,352798.0,1959.0,4751.24,6037.0
12039,2.0,1.0,884.0,46330.0,1952.0,1070.14,6037.0
12040,3.0,2.0,1230.0,53384.0,1964.0,1180.25,6037.0
12041,3.0,2.0,1560.0,210176.0,1937.0,3089.24,6037.0
12042,3.0,1.0,1036.0,187174.0,1952.0,2719.64,6037.0
12043,3.0,2.0,1110.0,184524.0,1924.0,2689.44,6037.0
12044,3.0,2.0,1449.0,227834.0,1953.0,2861.08,6037.0
12045,2.0,1.0,1454.0,43024.0,1946.0,709.87,6037.0
12046,2.0,1.0,992.0,422000.0,1925.0,5100.56,6037.0
12047,2.0,1.0,1118.0,177503.0,1941.0,2275.29,6037.0
12048,2.0,1.0,1176.0,203772.0,1929.0,2548.39,6037.0
12049,4.0,1.0,1146.0,33701.0,1924.0,510.47,6037.0
12050,3.0,2.0,1200.0,420000.0,1962.0,5609.06,6037.0
12051,3.0,1.0,1623.0,482765.0,1947.0,5963.0,6037.0
12052,3.0,2.0,1483.0,459216.0,1953.0,5586.12,6037.0
12053,2.0,1.0,1029.0,328712.0,1947.0,4006.61,6037.0
12054,2.0,1.0,1058.0,226117.0,1940.0,2873.34,6037.0
12055,2.0,1.0,836.0,37234.0,1947.0,612.73,6037.0
12056,3.0,1.0,1140.0,49453.0,1947.0,687.82,6037.0
12057,2.0,1.0,773.0,386000.0,1924.0,4606.33,6037.0
12058,2.0,1.0,973.0,226881.0,1938.0,2863.37,6037.0
12059,3.0,1.0,1036.0,37644.0,1955.0,646.2,6037.0
12060,2.0,2.0,1527.0,131588.0,1924.0,1661.97,6037.0
12061,3.0,1.0,1274.0,194629.0,1937.0,2416.35,6037.0
12062,3.0,1.0,1376.0,102454.0,1905.0,1312.5,6037.0
12063,3.0,2.0,1258.0,52787.0,1954.0,737.84,6037.0
12064,1.0,1.0,780.0,178698.0,1905.0,2235.59,6037.0
12065,2.0,1.0,983.0,343965.0,1904.0,4231.33,6037.0
12066,2.0,1.0,1107.0,212813.0,1901.0,2691.6,6037.0
12067,2.0,1.0,735.0,294362.0,1926.0,3712.93,6037.0
12068,2.0,1.0,792.0,456760.0,1910.0,5530.07,6037.0
12069,3.0,2.0,1388.0,162224.0,1921.0,2189.85,6037.0
12070,5.0,3.0,1660.0,522853.0,1907.0,12089.53,6037.0
12071,2.0,1.0,1120.0,249028.0,1902.0,3161.73,6037.0
12072,2.0,1.0,798.0,359000.0,1924.0,4468.49,6037.0
12073,1.0,1.0,568.0,91001.0,1921.0,1178.51,6037.0
12074,1.0,1.0,500.0,49854.0,1915.0,647.11,6037.0
12075,4.0,1.0,1286.0,120079.0,1912.0,1602.43,6037.0
12076,3.0,2.0,804.0,154348.0,1926.0,1865.6,6037.0
12077,5.0,2.0,2312.0,330084.0,1905.0,4157.05,6037.0
12078,2.0,1.0,600.0,150140.0,1925.0,1901.49,6037.0
12079,3.0,2.0,2072.0,208837.0,1921.0,2713.73,6037.0
12080,1.0,1.0,738.0,147593.0,1913.0,1817.17,6037.0
12081,2.0,1.0,1208.0,180455.0,1895.0,2387.78,6037.0
12082,1.0,1.0,648.0,236000.0,1912.0,2829.06,6037.0
12083,2.0,2.0,1162.0,297899.0,1907.0,3640.45,6037.0
12084,3.0,2.0,1131.0,221302.0,1905.0,3590.22,6037.0
12085,2.0,1.0,594.0,39753.0,1954.0,482.91,6037.0
12086,4.0,2.0,1710.0,154358.0,1907.0,1971.09,6037.0
12087,2.0,1.0,908.0,200215.0,1924.0,2530.07,6037.0
12088,3.0,1.0,1308.0,342000.0,1905.0,4246.62,6037.0
12089,3.0,1.0,1281.0,251384.0,1928.0,3080.9,6037.0
12090,3.0,2.0,1908.0,388288.0,1907.0,4760.36,6037.0
12091,2.0,1.0,888.0,600000.0,1903.0,7326.02,6037.0
12092,2.0,2.0,1911.0,94442.0,1913.0,1239.25,6037.0
12093,3.0,2.0,1672.0,257917.0,1917.0,3178.18,6037.0
12094,2.0,1.0,1520.0,344835.0,1911.0,4332.92,6037.0
12095,2.0,1.0,1292.0,305311.0,1909.0,3812.03,6037.0
12096,2.0,1.0,809.0,16716.0,1901.0,,6037.0
12097,3.0,1.0,1368.0,96221.0,1901.0,1342.73,6037.0
12098,3.0,1.0,1232.0,30429.0,1903.0,518.1,6037.0
12099,3.0,1.0,1456.0,22524.0,1908.0,465.88,6037.0
12100,3.0,1.0,1298.0,133558.0,1893.0,1791.76,6037.0
12101,1.0,1.0,744.0,143463.0,1901.0,1749.92,6037.0
12102,2.0,1.0,1200.0,207140.0,1904.0,2569.18,6037.0
12103,3.0,2.0,1558.0,166426.0,1985.0,2074.71,6037.0
12104,2.0,1.0,1326.0,163816.0,1904.0,2176.2,6037.0
12105,3.0,2.0,1366.0,239157.0,1905.0,3028.02,6037.0
12106,2.0,1.0,1010.0,223647.0,1909.0,2721.57,6037.0
12107,4.0,2.0,1056.0,195743.0,1908.0,2489.41,6037.0
12108,3.0,1.0,1144.0,87474.0,1907.0,1207.34,6037.0
12109,4.0,3.0,1482.0,234433.0,1999.0,2991.31,6037.0
12110,5.0,2.0,1656.0,179712.0,1907.0,2323.45,6037.0
12111,2.0,1.0,976.0,224191.0,1912.0,2813.47,6037.0
12112,3.0,2.0,1000.0,62136.0,1977.0,846.84,6037.0
12113,4.0,3.0,1638.0,105149.0,1904.0,1359.72,6037.0
12114,3.0,1.0,1298.0,240196.0,1901.0,3029.83,6037.0
12115,2.0,1.0,1008.0,147023.0,1910.0,1825.39,6037.0
12116,3.0,2.0,1248.0,53827.0,1903.0,725.87,6037.0
12117,3.0,2.0,876.0,96461.0,1906.0,1304.15,6037.0
12118,5.0,1.0,2148.0,270562.0,1908.0,3440.18,6037.0
12119,2.0,1.0,864.0,243400.0,1909.0,3055.26,6037.0
12120,2.0,1.0,1124.0,190253.0,1905.0,2432.92,6037.0
12121,3.0,2.0,1372.0,47783.0,1910.0,664.28,6037.0
12122,3.0,2.0,2220.0,244679.0,1907.0,3048.07,6037.0
12123,2.0,2.0,1234.0,154079.0,1903.0,1945.09,6037.0
12124,2.0,1.0,722.0,137564.0,1920.0,1757.91,6037.0
12125,2.0,1.0,779.0,163167.0,1913.0,2050.79,6037.0
12126,2.0,1.0,1064.0,189689.0,1912.0,2414.46,6037.0
12127,4.0,2.0,1364.0,218375.0,1971.0,2694.41,6037.0
12128,4.0,2.0,1576.0,352000.0,1971.0,4296.0,6037.0
12129,3.0,1.0,1372.0,224944.0,1912.0,2862.14,6037.0
12130,2.0,1.0,994.0,106342.0,1913.0,1451.58,6037.0
12131,2.0,1.0,1279.0,152732.0,1905.0,2001.62,6037.0
12132,2.0,1.0,1130.0,53417.0,1907.0,801.86,6037.0
12133,3.0,2.0,1014.0,149348.0,1909.0,1936.44,6037.0
12134,4.0,2.0,2038.0,258212.0,1909.0,3305.6,6037.0
12135,4.0,1.0,2410.0,1300000.0,1910.0,15699.25,6037.0
12136,4.0,3.0,4524.0,1665986.0,1923.0,20214.05,6037.0
12137,6.0,4.0,3479.0,521449.0,1924.0,6445.76,6037.0
12138,3.0,3.0,2480.0,92943.0,1927.0,1277.77,6037.0
12139,3.0,2.0,2178.0,888619.0,1926.0,10769.81,6037.0
12140,3.0,2.0,1788.0,1273707.0,1926.0,16082.59,6037.0
12141,3.0,2.0,2059.0,1522229.0,1935.0,18375.93,6037.0
12142,2.0,1.0,1288.0,956342.0,1925.0,11516.8,6037.0
12143,5.0,2.0,1942.0,92886.0,1924.0,1244.49,6037.0
12144,2.0,1.0,1374.0,331714.0,1925.0,4068.93,6037.0
12145,3.0,3.0,2513.0,2050000.0,1940.0,24752.08,6037.0
12146,4.0,3.0,2392.0,610097.0,1923.0,7632.32,6037.0
12147,5.0,3.0,3288.0,362302.0,1907.0,4531.58,6037.0
12148,4.0,4.0,2864.0,1133513.0,1921.0,13794.3,6037.0
12149,3.0,2.0,2636.0,128798.0,1929.0,1767.41,6037.0
12150,3.0,2.0,1931.0,76584.0,1940.0,1169.8,6037.0
12151,5.0,4.0,2652.0,639959.0,1919.0,7893.19,6037.0
12152,2.0,1.0,1098.0,56110.0,1921.0,834.48,6037.0
12153,3.0,1.0,1444.0,92016.0,1902.0,1192.17,6037.0
12154,3.0,1.0,1374.0,40543.0,1911.0,605.86,6037.0
12155,2.0,1.0,1172.0,253923.0,1898.0,3165.13,6037.0
12156,3.0,1.0,1226.0,110225.0,1907.0,1389.16,6037.0
12157,3.0,1.0,2100.0,293205.0,1906.0,3731.31,6037.0
12158,6.0,2.0,3160.0,52138.0,1909.0,815.97,6037.0
12159,2.0,1.0,1110.0,79608.0,1913.0,1013.67,6037.0
12160,3.0,1.0,1285.0,158666.0,1913.0,2006.12,6037.0
12161,2.0,1.0,1010.0,201639.0,1922.0,2474.95,6037.0
12162,2.0,2.0,1302.0,628438.0,1925.0,7687.8,6037.0
12163,3.0,2.0,1489.0,67877.0,1946.0,927.32,6037.0
12164,2.0,1.0,1072.0,99497.0,1928.0,1345.59,6037.0
12165,2.0,1.0,904.0,440436.0,1923.0,5427.11,6037.0
12166,3.0,2.0,1529.0,228726.0,1934.0,2829.85,6037.0
12167,2.0,2.0,1094.0,725903.0,1934.0,8720.57,6037.0
12168,3.0,2.0,1674.0,454704.0,1939.0,5604.98,6037.0
12169,2.0,2.0,1754.0,649101.0,1939.0,7945.76,6037.0
12170,2.0,2.0,1772.0,238870.0,1940.0,2979.02,6037.0
12171,2.0,1.0,1072.0,121275.0,1942.0,1641.65,6037.0
12172,2.0,1.0,1145.0,36604.0,1931.0,510.28,6037.0
12173,3.0,1.0,1068.0,105196.0,1945.0,5474.68,6037.0
12174,2.0,1.0,814.0,178704.0,1939.0,2203.68,6037.0
12175,2.0,1.0,978.0,293905.0,1924.0,3658.27,6037.0
12176,2.0,1.0,1223.0,254486.0,1924.0,3121.78,6037.0
12177,2.0,1.0,1066.0,399000.0,1970.0,4965.15,6037.0
12178,2.0,1.0,1610.0,340909.0,1911.0,4270.18,6037.0
12179,5.0,2.0,3900.0,214403.0,1912.0,2820.59,6037.0
12180,3.0,1.0,1572.0,246669.0,1923.0,3081.89,6037.0
12181,4.0,1.0,2250.0,161596.0,1903.0,2075.09,6037.0
12182,4.0,2.0,1534.0,367966.0,1921.0,4568.06,6037.0
12183,2.0,2.0,1246.0,168461.0,1923.0,2094.63,6037.0
12184,4.0,3.0,2126.0,296316.0,1924.0,3655.77,6037.0
12185,2.0,1.0,1220.0,244682.0,1927.0,2983.36,6037.0
12186,2.0,1.0,1091.0,193957.0,1923.0,2405.19,6037.0
12187,4.0,2.0,2518.0,436866.0,1907.0,5372.68,6037.0
12188,3.0,1.0,1789.0,60891.0,1896.0,935.64,6037.0
12189,4.0,1.0,2400.0,184214.0,1904.0,2476.33,6037.0
12190,3.0,1.0,1477.0,30473.0,1906.0,607.93,6037.0
12191,3.0,1.0,1078.0,135208.0,1919.0,1685.75,6037.0
12192,3.0,1.0,1932.0,673095.0,1901.0,8254.77,6037.0
12193,2.0,1.0,1462.0,403541.0,1906.0,4936.42,6037.0
12194,4.0,2.0,1356.0,46753.0,1973.0,662.75,6037.0
12195,3.0,1.0,2203.0,30397.0,1905.0,596.49,6037.0
12196,2.0,2.0,1616.0,817275.0,1911.0,9862.9,6037.0
12197,2.0,1.0,1280.0,340000.0,1919.0,4243.83,6037.0
12198,2.0,1.0,942.0,26046.0,1922.0,383.11,6037.0
12199,2.0,1.0,1049.0,459000.0,1927.0,5525.75,6037.0
12200,2.0,1.0,924.0,232993.0,1921.0,2906.45,6037.0
12201,3.0,1.0,1084.0,260057.0,1923.0,3186.51,6037.0
12202,3.0,2.0,1461.0,103387.0,1944.0,1340.97,6037.0
12203,3.0,1.0,1280.0,335023.0,1928.0,4155.36,6037.0
12204,3.0,2.0,1945.0,614226.0,1948.0,7549.2,6037.0
12205,2.0,1.0,1108.0,291934.0,1945.0,3578.05,6037.0
12206,2.0,1.0,1401.0,268861.0,1940.0,3403.13,6037.0
12207,3.0,2.0,1674.0,397048.0,1946.0,4895.49,6037.0
12208,2.0,1.0,1078.0,39925.0,1927.0,598.51,6037.0
12209,3.0,2.0,1900.0,70574.0,1942.0,978.43,6037.0
12210,2.0,1.0,1217.0,52138.0,1942.0,726.37,6037.0
12211,2.0,2.0,1558.0,71059.0,1953.0,965.56,6037.0
12212,0.0,0.0,1393.0,419802.0,1914.0,5300.63,6037.0
12213,2.0,1.0,724.0,142643.0,1923.0,1758.79,6037.0
12214,2.0,1.0,1080.0,168590.0,1939.0,2088.78,6037.0
12215,1.0,1.0,805.0,106903.0,1922.0,1357.76,6037.0
12216,4.0,1.0,1461.0,305308.0,1969.0,3796.03,6037.0
12217,2.0,1.0,1394.0,127814.0,1913.0,1727.65,6037.0
12218,2.0,1.0,1128.0,333951.0,1924.0,4147.2,6037.0
12219,2.0,1.0,920.0,24665.0,1922.0,428.0,6037.0
12220,2.0,1.0,970.0,166870.0,1924.0,2144.58,6037.0
12221,2.0,1.0,1273.0,441531.0,1913.0,5385.59,6037.0
12222,2.0,2.0,1493.0,347453.0,1939.0,4278.93,6037.0
12223,3.0,2.0,1619.0,462319.0,1939.0,5713.88,6037.0
12224,3.0,3.0,2627.0,126045.0,1933.0,1666.63,6037.0
12225,3.0,2.0,2038.0,69328.0,1933.0,964.36,6037.0
12226,2.0,2.0,1520.0,662000.0,1939.0,8006.15,6037.0
12227,2.0,2.0,1716.0,66017.0,1938.0,911.24,6037.0
12228,2.0,1.0,1235.0,52753.0,1940.0,734.85,6037.0
12229,3.0,2.0,1844.0,594157.0,1939.0,7305.03,6037.0
12230,6.0,3.0,4067.0,337682.0,1941.0,4275.94,6037.0
12231,2.0,2.0,1209.0,54413.0,1941.0,750.21,6037.0
12232,2.0,2.0,1554.0,330690.0,1956.0,4059.9,6037.0
12233,3.0,2.0,2143.0,108680.0,1952.0,1578.55,6037.0
12234,4.0,4.0,3161.0,715718.0,1960.0,8881.2,6037.0
12235,1.0,2.0,1625.0,535753.0,1955.0,6571.06,6037.0
12236,3.0,2.0,1746.0,89500.0,1947.0,1252.74,6037.0
12237,3.0,2.0,1906.0,108595.0,1965.0,1575.57,6037.0
12238,3.0,3.0,2208.0,679063.0,1955.0,8368.18,6037.0
12239,3.0,3.0,1954.0,235001.0,1955.0,3057.17,6037.0
12240,4.0,3.0,2631.0,640994.0,1955.0,7564.21,6037.0
12241,3.0,2.0,2183.0,96674.0,1954.0,1415.04,6037.0
12242,2.0,3.0,2404.0,750300.0,1955.0,9122.46,6037.0
12243,1.0,1.0,745.0,78000.0,1942.0,1458.02,6037.0
12244,1.0,1.0,849.0,51930.0,1942.0,738.51,6037.0
12245,1.0,1.0,925.0,97000.0,1942.0,1448.59,6037.0
12246,3.0,2.0,1583.0,201000.0,1945.0,2815.66,6037.0
12247,2.0,2.0,1642.0,68510.0,1948.0,942.32,6037.0
12248,2.0,2.0,1545.0,67466.0,1948.0,927.61,6037.0
12249,2.0,1.0,1315.0,261397.0,1936.0,3306.3,6037.0
12250,2.0,1.0,1448.0,245533.0,1935.0,3021.82,6037.0
12251,3.0,1.0,1020.0,43594.0,1922.0,702.32,6037.0
12252,3.0,2.0,1564.0,230305.0,1922.0,2950.7,6037.0
12253,2.0,1.0,1256.0,43861.0,1920.0,623.36,6037.0
12254,2.0,1.0,1040.0,201719.0,1922.0,2482.27,6037.0
12255,2.0,1.0,1344.0,149203.0,1908.0,1975.19,6037.0
12256,3.0,1.0,1320.0,194042.0,1911.0,2436.98,6037.0
12257,4.0,2.0,1733.0,456000.0,1911.0,5585.03,6037.0
12258,3.0,1.0,1562.0,126563.0,1911.0,1629.86,6037.0
12259,2.0,1.0,1076.0,91372.0,1916.0,1274.14,6037.0
12260,2.0,1.0,1120.0,31634.0,1914.0,458.51,6037.0
12261,2.0,2.0,1514.0,75997.0,1909.0,1003.96,6037.0
12262,2.0,1.0,1768.0,41557.0,1914.0,704.49,6037.0
12263,3.0,1.0,1964.0,400000.0,1911.0,4988.41,6037.0
12264,2.0,1.0,1120.0,320819.0,1922.0,3997.09,6037.0
12265,3.0,1.0,1536.0,47402.0,1919.0,688.35,6037.0
12266,4.0,1.0,1404.0,165526.0,1914.0,2174.03,6037.0
12267,2.0,2.0,1672.0,198264.0,1919.0,2575.59,6037.0
12268,2.0,1.0,1215.0,243092.0,1922.0,3090.49,6037.0
12269,2.0,1.0,1358.0,189520.0,1922.0,2464.64,6037.0
12270,3.0,3.0,2106.0,239677.0,1948.0,3005.65,6037.0
12271,3.0,3.0,1750.0,782000.0,1940.0,9835.07,6037.0
12272,4.0,3.0,3692.0,157220.0,1954.0,2514.83,6037.0
12273,3.0,3.0,2861.0,477320.0,1949.0,6239.67,6037.0
12274,2.0,3.0,2502.0,726943.0,1952.0,9222.22,6037.0
12275,4.0,5.0,4102.0,924326.0,1951.0,11611.23,6037.0
12276,2.0,2.0,1739.0,379904.0,1940.0,5035.76,6037.0
12277,2.0,2.0,1694.0,80430.0,1939.0,1532.24,6037.0
12278,2.0,2.0,1331.0,69959.0,1939.0,1408.91,6037.0
12279,2.0,2.0,1304.0,621488.0,1939.0,7893.52,6037.0
12280,3.0,3.0,3179.0,590254.0,1938.0,7645.45,6037.0
12281,3.0,2.0,1869.0,292880.0,1929.0,4027.27,6037.0
12282,3.0,1.0,1338.0,108062.0,1923.0,1405.55,6037.0
12283,3.0,2.0,1719.0,60419.0,1938.0,1298.06,6037.0
12284,2.0,1.0,1062.0,44060.0,1923.0,1160.65,6037.0
12285,3.0,2.0,1637.0,410749.0,1919.0,5108.79,6037.0
12286,4.0,2.0,1456.0,297619.0,1918.0,3728.08,6037.0
12287,2.0,1.0,1020.0,240852.0,1919.0,2949.63,6037.0
12288,4.0,2.0,2102.0,260240.0,1922.0,3255.63,6037.0
12289,3.0,1.0,1856.0,388324.0,1922.0,4824.69,6037.0
12290,2.0,1.0,884.0,147865.0,1922.0,1924.51,6037.0
12291,3.0,2.0,1263.0,160827.0,1912.0,2057.47,6037.0
12292,2.0,1.0,936.0,169160.0,1912.0,2171.14,6037.0
12293,3.0,2.0,1430.0,118711.0,1912.0,1595.12,6037.0
12294,2.0,1.0,1092.0,32259.0,1911.0,466.98,6037.0
12295,2.0,1.0,1585.0,248340.0,1911.0,5282.43,6037.0
12296,2.0,1.0,826.0,177741.0,1939.0,2189.18,6037.0
12297,3.0,2.0,1263.0,175262.0,1914.0,2176.06,6037.0
12298,2.0,1.0,1232.0,320268.0,1912.0,3988.18,6037.0
12299,2.0,1.0,1023.0,124724.0,1909.0,1646.52,6037.0
12300,2.0,1.0,1400.0,24799.0,1911.0,352.37,6037.0
12301,3.0,2.0,2190.0,131675.0,1953.0,1708.97,6037.0
12302,3.0,3.0,1589.0,1501303.0,1950.0,18072.36,6037.0
12303,4.0,4.0,5006.0,5442000.0,1969.0,65347.66,6037.0
12304,2.0,3.0,2423.0,409609.0,1980.0,5124.54,6037.0
12305,4.0,4.0,3389.0,758646.0,1963.0,9299.37,6037.0
12306,4.0,3.0,2232.0,170812.0,1965.0,2343.24,6037.0
12307,3.0,3.0,2345.0,1886285.0,1990.0,22120.93,6037.0
12308,5.0,7.0,6227.0,4923213.0,1993.0,56793.82,6037.0
12309,3.0,2.0,1476.0,2330307.0,1976.0,26976.92,6037.0
12310,4.0,3.0,1976.0,1064405.0,1974.0,12696.22,6037.0
12311,5.0,6.0,5679.0,4298952.0,1993.0,49510.73,6037.0
12312,3.0,2.0,1929.0,2718471.0,1956.0,31587.37,6037.0
12313,4.0,4.0,2982.0,348337.0,1961.0,4563.54,6037.0
12314,3.0,2.0,1260.0,2017750.0,1955.0,23502.82,6037.0
12315,4.0,2.0,2417.0,261339.0,1956.0,3585.63,6037.0
12316,3.0,2.0,1574.0,3045749.0,1950.0,35224.65,6037.0
12317,4.0,3.0,3989.0,4593566.0,1965.0,53051.26,6037.0
12318,4.0,5.0,4995.0,3783293.0,2001.0,43698.02,6037.0
12319,4.0,4.0,3696.0,4365574.0,1977.0,50199.43,6037.0
12320,4.0,3.0,2599.0,1784745.0,1962.0,20826.33,6037.0
12321,4.0,4.0,5279.0,790413.0,1979.0,9775.81,6037.0
12322,2.0,3.0,2284.0,465330.0,1988.0,5820.82,6037.0
12323,2.0,1.0,676.0,354300.0,1955.0,4144.76,6037.0
12324,5.0,4.0,4321.0,1040731.0,1998.0,12477.14,6037.0
12325,3.0,2.0,2198.0,209344.0,1964.0,2990.31,6037.0
12326,3.0,3.0,2528.0,2075267.0,1957.0,24285.84,6037.0
12327,1.0,1.0,900.0,1239029.0,1992.0,14659.56,6037.0
12328,2.0,1.0,1161.0,587254.0,1976.0,7174.93,6037.0
12329,3.0,2.0,2088.0,848831.0,1960.0,9746.4,6037.0
12330,4.0,3.0,2142.0,929413.0,1959.0,10655.34,6037.0
12331,3.0,3.0,3799.0,818376.0,2007.0,10058.26,6037.0
12332,0.0,0.0,,450457.0,,5835.45,6037.0
12333,3.0,2.0,2025.0,1250000.0,1958.0,14987.36,6037.0
12334,3.0,3.0,2197.0,1036313.0,1973.0,13409.25,6037.0
12335,4.0,4.0,3831.0,2447604.0,1966.0,29390.27,6037.0
12336,4.0,3.0,2184.0,223379.0,1995.0,3734.28,6037.0
12337,2.0,1.0,958.0,705312.0,1954.0,8399.04,6037.0
12338,2.0,1.0,1056.0,515341.0,1925.0,6166.29,6037.0
12339,4.0,3.0,2916.0,1195041.0,1965.0,14592.69,6037.0
12340,4.0,3.0,2564.0,1185531.0,1964.0,14269.86,6037.0
12341,3.0,2.0,2113.0,1948340.0,1963.0,22879.98,6037.0
12342,4.0,2.0,2216.0,1403244.0,1962.0,16793.19,6037.0
12343,4.0,3.0,2236.0,172836.0,1965.0,2393.32,6037.0
12344,4.0,3.0,2304.0,260445.0,1985.0,3306.62,6037.0
12345,3.0,2.0,1904.0,479604.0,1970.0,5835.22,6037.0
12346,2.0,1.0,1894.0,3076692.0,1934.0,37898.17,6037.0
12347,4.0,2.0,2113.0,162527.0,1972.0,2810.29,6037.0
12348,4.0,4.0,3117.0,1471931.0,1996.0,17940.4,6037.0
12349,3.0,4.0,3466.0,1529326.0,1998.0,18431.31,6037.0
12350,3.0,4.0,3466.0,1471873.0,1999.0,17715.23,6037.0
12351,5.0,4.0,5368.0,2186022.0,1995.0,26406.84,6037.0
12352,5.0,3.0,3282.0,1708273.0,1977.0,20729.38,6037.0
12353,2.0,2.0,2037.0,978489.0,1973.0,11994.6,6037.0
12354,4.0,2.0,2113.0,1055203.0,1961.0,12889.69,6037.0
12355,4.0,4.0,2739.0,258607.0,1939.0,3512.26,6037.0
12356,3.0,3.0,3066.0,1513899.0,1958.0,18301.53,6037.0
12357,5.0,4.0,2910.0,2024103.0,1948.0,24379.16,6037.0
12358,5.0,4.0,3776.0,3299561.0,1928.0,39600.86,6037.0
12359,3.0,3.0,1932.0,453416.0,1941.0,5528.95,6037.0
12360,3.0,2.0,1571.0,589953.0,1955.0,7250.04,6037.0
12361,4.0,3.0,1828.0,548427.0,1951.0,6645.47,6037.0
12362,3.0,1.0,1192.0,1852831.0,1925.0,22317.98,6037.0
12363,5.0,4.0,3260.0,905905.0,1940.0,10978.25,6037.0
12364,3.0,1.0,1260.0,110341.0,1948.0,1494.95,6037.0
12365,3.0,2.0,1186.0,131045.0,1951.0,1661.19,6037.0
12366,3.0,2.0,1473.0,363980.0,1952.0,4446.92,6037.0
12367,4.0,4.0,3756.0,3986808.0,1966.0,47861.2,6037.0
12368,4.0,3.0,2432.0,211827.0,1966.0,2856.03,6037.0
12369,5.0,4.0,2657.0,1792372.0,1962.0,21583.5,6037.0
12370,5.0,4.0,3097.0,1022425.0,1959.0,12424.75,6037.0
12371,3.0,2.0,2210.0,2119488.0,1952.0,25398.67,6037.0
12372,2.0,3.0,3124.0,402566.0,1955.0,5123.21,6037.0
12373,3.0,3.0,2288.0,1588220.0,1960.0,19221.86,6037.0
12374,3.0,3.0,2549.0,1920481.0,1957.0,23132.01,6037.0
12375,4.0,5.0,3729.0,3230838.0,2008.0,38744.33,6037.0
12376,2.0,1.0,1177.0,1118615.0,1947.0,13375.85,6037.0
12377,4.0,3.0,2354.0,553716.0,1948.0,6772.34,6037.0
12378,2.0,1.0,944.0,1301534.0,1948.0,15534.21,6037.0
12379,4.0,4.0,3156.0,537644.0,1949.0,6535.91,6037.0
12380,3.0,1.0,910.0,111625.0,1939.0,1502.05,6037.0
12381,5.0,2.0,2152.0,127942.0,1925.0,1627.89,6037.0
12382,4.0,3.0,3584.0,2096831.0,1997.0,25159.13,6037.0
12383,6.0,8.0,6172.0,6332502.0,1980.0,75967.83,6037.0
12384,4.0,6.0,5976.0,4392651.0,2013.0,52905.45,6037.0
12385,3.0,2.0,1490.0,1952806.0,1973.0,23413.29,6037.0
12386,4.0,2.0,1696.0,1718208.0,1947.0,20622.15,6037.0
12387,3.0,4.0,1870.0,2472738.0,1921.0,29534.74,6037.0
12388,0.0,0.0,,293000.0,1971.0,3643.0,6037.0
12389,2.0,2.0,1793.0,146172.0,1954.0,1832.59,6037.0
12390,3.0,4.0,2511.0,193801.0,1942.0,2526.76,6037.0
12391,6.0,3.0,3207.0,1470334.0,1951.0,17820.07,6037.0
12392,5.0,3.0,2643.0,234194.0,1948.0,2983.6,6037.0
12393,4.0,3.0,3345.0,555995.0,1956.0,7017.53,6037.0
12394,3.0,3.0,2328.0,3003049.0,1955.0,35974.57,6037.0
12395,3.0,3.0,1999.0,195886.0,1955.0,2546.21,6037.0
12396,6.0,9.0,9420.0,6686295.0,2007.0,80166.29,6037.0
12397,4.0,4.0,2541.0,2318210.0,1939.0,27831.02,6037.0
12398,4.0,3.0,2713.0,338587.0,1933.0,4268.87,6037.0
12399,4.0,3.0,3362.0,370665.0,1929.0,4605.35,6037.0
12400,2.0,1.0,1353.0,1495413.0,1929.0,18033.03,6037.0
12401,5.0,4.0,3200.0,329473.0,1946.0,4337.28,6037.0
12402,4.0,5.0,4218.0,1564664.0,1940.0,18991.03,6037.0
12403,3.0,2.0,2141.0,1284633.0,1955.0,15442.9,6037.0
12404,4.0,4.0,3411.0,3940000.0,1962.0,47371.62,6037.0
12405,2.0,3.0,2022.0,1141361.0,1967.0,13705.36,6037.0
12406,4.0,5.0,4822.0,428675.0,1960.0,5197.27,6037.0
12407,4.0,6.0,5705.0,5374726.0,1962.0,62519.71,6037.0
12408,4.0,5.0,4812.0,8000000.0,1963.0,92968.35,6037.0
12409,5.0,5.0,3777.0,302430.0,1959.0,3699.22,6037.0
