,bedroom_count,bath_count,finished_sq_feet,year_built,fips,home_value
9069,1,1.0,836.0,1949,6037,179690.0
9070,3,2.0,1293.0,1949,6037,276928.0
9071,2,1.0,888.0,1949,6037,160855.0
9072,3,2.0,1086.0,1960,6037,234050.0
9073,3,1.0,1156.0,1936,6037,122429.0
9074,1,1.0,808.0,1949,6037,104980.0
9075,3,2.0,1168.0,1961,6037,190204.0
9076,3,2.0,1214.0,1964,6037,41366.0
9077,2,1.0,864.0,1953,6037,476680.0
9078,3,2.0,1596.0,1950,6037,223647.0
9079,3,1.0,1111.0,1949,6037,387000.0
9080,3,1.0,923.0,1950,6037,267144.0
9081,2,1.0,744.0,1952,6037,25420.0
9082,3,2.0,1301.0,1961,6037,268144.0
9083,3,2.0,1005.0,1961,6037,362435.0
9084,3,1.0,940.0,1955,6037,359000.0
9085,3,1.0,1029.0,1949,6037,35363.0
9086,3,2.0,1637.0,1992,6037,278235.0
9087,4,2.0,1573.0,1952,6037,201948.0
9088,3,2.0,1408.0,1953,6037,57463.0
9089,4,2.0,1502.0,1948,6037,213016.0
9090,4,4.0,2716.0,2014,6037,586539.0
9091,3,2.0,1384.0,1951,6037,289917.0
9092,2,1.0,965.0,1948,6037,270788.0
9093,2,1.0,825.0,1948,6037,31846.0
9094,3,1.0,986.0,1948,6037,28526.0
9095,8,5.0,4699.0,1964,6037,618508.0
9096,3,2.0,1895.0,1962,6037,719700.0
9097,3,3.0,1987.0,1981,6037,208877.0
9098,4,4.0,4280.0,1980,6037,2724804.0
9099,3,2.0,1715.0,1961,6037,342395.0
9100,3,1.0,1035.0,1951,6037,141892.0
9101,3,1.0,1238.0,1949,6037,149630.0
9102,3,1.0,1045.0,1949,6037,34332.0
9103,3,1.0,1415.0,1925,6037,62297.0
9104,4,3.0,2188.0,1979,6037,941000.0
9105,3,1.0,1926.0,1908,6037,280987.0
9106,4,4.0,3014.0,1999,6037,766015.0
9107,4,2.0,2080.0,1910,6037,317200.0
9108,3,2.0,1575.0,1922,6037,655345.0
9109,3,3.0,2276.0,1990,6037,463496.0
9110,3,2.0,1392.0,1949,6037,256269.0
9111,3,2.0,1632.0,1957,6037,350687.0
9112,2,2.0,1464.0,1955,6037,485075.0
9113,2,1.0,910.0,1929,6037,512514.0
9114,3,1.0,1006.0,1905,6037,259031.0
9116,3,2.0,1533.0,1950,6037,238125.0
9117,2,1.0,780.0,1947,6037,35781.0
9118,2,1.0,855.0,1948,6037,245385.0
9119,3,1.0,1051.0,1950,6037,155568.0
9120,4,2.0,1785.0,1948,6037,546203.0
9121,3,1.0,999.0,1948,6037,54211.0
9122,3,2.0,1330.0,1946,6037,652688.0
9123,3,1.0,1024.0,1949,6037,142384.0
9124,3,2.0,1702.0,1949,6037,237807.0
9125,3,1.0,999.0,1949,6037,486000.0
9126,3,2.0,1441.0,1948,6037,238360.0
9127,4,2.0,1639.0,1958,6037,147094.0
9128,3,1.0,1128.0,1925,6037,443139.0
9129,3,2.0,1472.0,1967,6037,258347.0
9130,2,1.0,1015.0,1946,6037,362661.0
9131,4,3.0,2631.0,1996,6037,564075.0
9132,2,1.0,925.0,1948,6037,557361.0
9133,3,2.0,1428.0,1948,6037,418047.0
9134,4,3.0,3381.0,1910,6037,472082.0
9135,4,4.0,3260.0,2002,6037,1274287.0
9136,4,5.0,4179.0,1990,6037,1233425.0
9137,3,3.0,2613.0,1955,6037,241447.0
9138,3,3.0,2523.0,1975,6037,148338.0
9139,4,4.0,3010.0,1957,6037,470909.0
9140,5,3.0,2709.0,1958,6037,280033.0
9141,3,2.0,1409.0,1956,6037,381334.0
9142,3,2.0,1513.0,1957,6037,361480.0
9143,3,3.0,1838.0,1959,6037,414213.0
9144,3,2.0,1819.0,1947,6037,160190.0
9145,3,2.0,1829.0,1963,6037,347521.0
9146,3,2.0,2017.0,1954,6037,141037.0
9147,3,2.0,1649.0,1952,6037,270474.0
9148,3,2.0,1325.0,1952,6037,213236.0
9149,3,3.0,1533.0,1955,6037,321954.0
9150,4,3.0,2810.0,1983,6037,505804.0
9151,3,3.0,2378.0,1982,6037,495333.0
9152,3,3.0,2212.0,1954,6037,744637.0
9153,3,3.0,2225.0,1956,6037,665740.0
9154,4,3.0,1788.0,1962,6037,302165.0
9155,3,2.0,1372.0,1951,6037,259597.0
9156,3,2.0,1116.0,1952,6037,399000.0
9157,4,2.0,1458.0,1954,6037,306245.0
9158,4,2.0,1486.0,1954,6037,215185.0
9159,3,1.0,1012.0,1953,6037,472091.0
9160,4,2.0,1803.0,1953,6037,403730.0
9161,4,2.0,1933.0,1953,6037,351731.0
9162,3,2.0,1182.0,1954,6037,231370.0
9163,4,2.0,2075.0,1967,6037,78853.0
9164,3,2.0,1353.0,1957,6037,213196.0
9165,4,2.0,1177.0,1954,6037,168654.0
9166,4,2.0,1257.0,1955,6037,223792.0
9167,3,2.0,1314.0,1960,6037,289507.0
9168,4,2.0,2207.0,1952,6037,76593.0
9169,3,2.0,1829.0,1971,6037,74116.0
9170,5,3.0,2151.0,1960,6037,197274.0
9171,4,2.0,1570.0,1958,6037,248295.0
9172,3,2.0,1232.0,1954,6037,397993.0
9173,3,2.0,1402.0,1960,6037,60627.0
9174,3,2.0,1520.0,1961,6037,365808.0
9175,3,2.0,1248.0,1958,6037,318089.0
9176,5,2.0,1957.0,1957,6037,108915.0
9177,3,2.0,1479.0,1957,6037,252430.0
9178,3,2.0,1110.0,1958,6037,301665.0
9179,3,3.0,1520.0,1958,6037,72231.0
9180,4,2.0,1344.0,1977,6037,148343.0
9181,4,2.0,1269.0,1956,6037,45922.0
9182,4,2.0,1312.0,1955,6037,378000.0
9183,3,2.0,1141.0,1957,6037,178029.0
9184,2,2.0,1786.0,1929,6037,306219.0
9185,3,2.0,1684.0,1958,6037,104871.0
9186,3,2.0,1709.0,1956,6037,484000.0
9187,3,1.0,1108.0,1951,6037,244582.0
9188,4,2.0,1578.0,1948,6037,186735.0
9189,2,1.0,972.0,1952,6037,196432.0
9190,3,1.0,918.0,1951,6037,120955.0
9191,3,2.0,1389.0,1952,6037,66435.0
9192,3,1.0,1119.0,1951,6037,133860.0
9193,3,2.0,1016.0,1953,6037,313915.0
9194,3,2.0,1583.0,1951,6037,72026.0
9195,3,1.0,1598.0,1953,6037,134988.0
9196,3,2.0,1248.0,1953,6037,127618.0
9197,3,2.0,1285.0,1954,6037,246458.0
9198,4,2.0,1214.0,1951,6037,213234.0
9199,3,2.0,1329.0,1954,6037,262253.0
9200,3,1.0,1035.0,1953,6037,195982.0
9201,3,2.0,1270.0,1955,6037,178282.0
9202,3,2.0,1260.0,1954,6037,180988.0
9203,3,2.0,1440.0,1976,6037,119229.0
9204,3,2.0,1726.0,1957,6037,291338.0
9205,3,3.0,2176.0,1953,6037,408497.0
9206,4,2.0,1505.0,1954,6037,215993.0
9207,4,3.0,2590.0,1988,6037,845000.0
9208,4,3.0,2652.0,1987,6037,865469.0
9209,2,3.0,2125.0,1948,6037,597211.0
9210,4,3.0,2666.0,1961,6037,185173.0
9211,4,3.0,2100.0,1962,6037,516474.0
9212,3,2.0,1970.0,1977,6037,170474.0
9213,3,2.0,1583.0,1952,6037,219911.0
9214,3,2.0,1697.0,1952,6037,239292.0
9215,3,2.0,2118.0,1961,6037,436171.0
9216,3,2.0,1687.0,1957,6037,428201.0
9217,3,2.0,1331.0,1956,6037,239291.0
9218,4,2.0,1477.0,1955,6037,321492.0
9219,2,1.0,1056.0,1952,6037,169914.0
9220,4,2.0,1223.0,1954,6037,226298.0
9221,3,1.0,1308.0,1910,6037,139701.0
9222,3,2.0,1515.0,1953,6037,280386.0
9223,3,2.0,1366.0,1954,6037,335498.0
9224,3,2.0,1342.0,1953,6037,68704.0
9225,3,2.0,2304.0,1957,6037,388358.0
9226,3,2.0,1568.0,1954,6037,68771.0
9227,4,2.0,1841.0,1955,6037,242129.0
9228,3,2.0,1648.0,1954,6037,84844.0
9229,3,2.0,1588.0,1954,6037,464600.0
9230,3,2.0,1297.0,1954,6037,446700.0
9231,4,2.0,1230.0,1954,6037,59387.0
9232,2,1.0,945.0,1963,6037,35159.0
9233,4,2.0,1584.0,1951,6037,455000.0
9234,2,1.0,1085.0,1950,6037,152282.0
9235,3,1.0,1035.0,1953,6037,389855.0
9236,3,1.0,1020.0,1953,6037,234503.0
9237,2,1.0,863.0,1950,6037,228523.0
9238,5,2.0,1882.0,1953,6037,458366.0
9239,3,2.0,1464.0,1953,6037,241402.0
9240,3,2.0,1663.0,1953,6037,81553.0
9241,3,1.0,1302.0,1929,6037,412000.0
9242,4,2.0,1480.0,1950,6037,199326.0
9243,3,2.0,1434.0,1950,6037,415950.0
9244,3,2.0,1244.0,1956,6037,420000.0
9245,4,1.0,1671.0,1953,6037,278944.0
9246,3,1.0,1085.0,1951,6037,345287.0
9247,4,2.0,1334.0,1956,6037,154399.0
9248,4,3.0,2471.0,1972,6037,144364.0
9249,4,2.0,2094.0,1970,6037,402260.0
9250,3,2.0,1709.0,1957,6037,274752.0
9251,5,3.0,2923.0,1995,6037,469217.0
9252,3,2.0,2022.0,1979,6037,657000.0
9253,5,2.0,2064.0,1958,6037,82381.0
9254,4,2.0,2237.0,1972,6037,554009.0
9255,4,2.0,1580.0,1956,6037,273841.0
9256,3,2.0,1834.0,1955,6037,525000.0
9257,3,2.0,1387.0,1956,6037,291263.0
9258,3,3.0,1510.0,1986,6037,304708.0
9259,4,2.0,1395.0,1956,6037,404000.0
9260,4,2.0,2126.0,1954,6037,170385.0
9261,3,2.0,1203.0,1953,6037,74556.0
9262,3,2.0,1554.0,1957,6037,82641.0
9263,4,3.0,1722.0,1955,6037,251994.0
9264,4,2.0,1128.0,1955,6037,56282.0
9265,3,1.0,945.0,1953,6037,162873.0
9266,3,1.0,1276.0,1954,6037,146327.0
9267,3,1.0,964.0,1954,6037,71948.0
9268,3,1.0,955.0,1954,6037,229106.0
9269,3,2.0,1119.0,1964,6037,49861.0
9270,4,3.0,3732.0,2009,6037,507053.0
9272,3,1.0,956.0,1954,6037,128651.0
9273,3,1.0,1028.0,1949,6037,383146.0
9274,2,1.0,780.0,1924,6037,252339.0
9275,2,2.0,1061.0,1983,6037,196951.0
9276,3,2.0,1336.0,1952,6037,169001.0
9277,2,2.0,1068.0,1950,6037,277522.0
9278,3,1.0,844.0,1951,6037,33078.0
9279,3,1.0,1080.0,1954,6037,234327.0
9280,3,1.0,1065.0,1955,6037,57109.0
9281,3,2.0,991.0,1957,6037,318308.0
9282,3,2.0,1282.0,1957,6037,189008.0
9283,4,2.0,1144.0,1954,6037,379700.0
9284,4,2.0,1104.0,1954,6037,197586.0
9285,3,2.0,1108.0,1956,6037,60627.0
9286,3,1.0,1027.0,1955,6037,221903.0
9287,3,2.0,1222.0,1956,6037,246533.0
9288,4,2.0,1170.0,1955,6037,254328.0
9289,4,2.0,1170.0,1955,6037,220834.0
9290,3,2.0,1386.0,1957,6037,310762.0
9291,3,2.0,1270.0,1956,6037,456000.0
9292,3,2.0,1254.0,1955,6037,126540.0
9293,4,2.0,1690.0,1953,6037,492000.0
9294,3,2.0,1569.0,1953,6037,210351.0
9295,3,2.0,1758.0,1956,6037,398845.0
9296,5,4.0,2928.0,1960,6037,194443.0
9297,3,2.0,1195.0,1961,6037,63852.0
9298,4,2.0,1870.0,1956,6037,266949.0
9299,4,2.0,1428.0,1957,6037,71017.0
9300,3,2.0,1458.0,1957,6037,66847.0
9301,3,3.0,1668.0,1981,6037,262404.0
9302,3,2.0,1260.0,1960,6037,245684.0
9303,3,2.0,1539.0,1976,6037,203304.0
9304,4,3.0,1596.0,1963,6037,250605.0
9305,4,2.0,1722.0,1962,6037,83139.0
9306,3,3.0,1906.0,1978,6037,182992.0
9307,4,3.0,2286.0,1985,6037,412296.0
9308,4,3.0,2368.0,1977,6037,752623.0
9309,4,2.0,1936.0,1969,6037,475916.0
9310,4,2.0,1635.0,1972,6037,143689.0
9311,4,3.0,2472.0,1965,6037,408898.0
9312,4,2.0,1905.0,1963,6037,98703.0
9313,3,2.0,1500.0,1963,6037,69601.0
9314,4,2.0,1554.0,1978,6037,528177.0
9315,4,3.0,2209.0,1977,6037,284268.0
9316,3,2.0,1262.0,1977,6037,220305.0
9317,4,2.0,1825.0,1978,6037,460657.0
9318,1,1.0,896.0,1951,6037,212206.0
9319,3,2.0,1704.0,1962,6037,210809.0
9320,4,2.0,1547.0,1964,6037,197155.0
9321,3,3.0,1517.0,1957,6037,440000.0
9322,2,1.0,1200.0,1965,6037,393501.0
9323,3,2.0,3138.0,1977,6037,379246.0
9324,4,3.0,1758.0,1976,6037,343169.0
9325,4,3.0,2150.0,1996,6037,413634.0
9326,4,2.0,1300.0,1963,6037,297204.0
9327,3,2.0,1254.0,1960,6037,423000.0
9328,4,2.0,1344.0,1970,6037,57164.0
9329,3,1.0,832.0,1953,6037,56769.0
9330,2,1.0,1509.0,1952,6037,273140.0
9331,2,1.0,1348.0,1951,6037,165891.0
9332,5,1.0,960.0,1924,6037,125726.0
9334,3,1.0,1441.0,1958,6037,242127.0
9335,4,2.0,1665.0,1959,6037,69691.0
9336,4,2.0,1556.0,1973,6037,279707.0
9337,3,2.0,1317.0,1961,6037,283684.0
9338,4,2.0,1473.0,1978,6037,316665.0
9339,2,2.0,1298.0,1952,6037,461938.0
9340,3,1.0,936.0,1956,6037,15877.0
9341,4,2.0,1202.0,1955,6037,33196.0
9342,3,2.0,1365.0,1956,6037,237673.0
9343,3,2.0,1318.0,1954,6037,328863.0
9344,3,1.0,1402.0,1955,6037,240141.0
9345,3,2.0,1656.0,1980,6037,180733.0
9346,2,2.0,1823.0,1947,6037,258378.0
9347,2,3.0,2853.0,1950,6037,345318.0
9348,3,3.0,2614.0,1928,6037,419390.0
9349,3,3.0,1611.0,1962,6037,185912.0
9350,2,2.0,1508.0,1951,6037,318627.0
9351,2,2.0,1692.0,1940,6037,413000.0
9352,4,2.0,1808.0,1928,6037,371755.0
9353,3,2.0,2144.0,1981,6037,203415.0
9354,3,1.0,1217.0,1951,6037,180259.0
9355,4,1.0,1652.0,1911,6037,270222.0
9356,2,1.0,1132.0,1948,6037,162278.0
9357,2,1.0,1064.0,1950,6037,231895.0
9358,4,2.0,1179.0,1954,6037,238093.0
9359,5,3.0,2349.0,1997,6037,403921.0
9360,3,3.0,1566.0,1994,6037,366700.0
9361,3,2.0,2195.0,1952,6037,88740.0
9362,4,2.0,1200.0,1955,6037,28526.0
9363,4,2.0,1200.0,1955,6037,312697.0
9364,4,2.0,1200.0,1955,6037,93434.0
9365,3,2.0,1631.0,1947,6037,240975.0
9366,3,1.0,1126.0,1947,6037,38684.0
9367,3,1.0,1052.0,1911,6037,185160.0
9368,3,2.0,1079.0,1954,6037,145024.0
9369,3,1.0,970.0,1950,6037,148542.0
9370,3,1.0,1056.0,1953,6037,311000.0
9371,2,1.0,880.0,1948,6037,194805.0
9372,2,1.0,820.0,1924,6037,132829.0
9373,2,1.0,778.0,1922,6037,21069.0
9374,2,2.0,1920.0,1941,6037,167186.0
9375,3,1.0,1122.0,1951,6037,304574.0
9376,3,1.0,1176.0,1923,6037,286842.0
9377,2,1.0,1068.0,1928,6037,312700.0
9378,4,2.0,1493.0,1924,6037,362000.0
9379,2,2.0,1530.0,1948,6037,151699.0
9380,1,1.0,608.0,1921,6037,247900.0
9381,3,1.0,1260.0,1923,6037,173448.0
9382,6,2.0,2192.0,1911,6037,41950.0
9383,2,1.0,1096.0,1926,6037,153581.0
9384,3,2.0,1443.0,1989,6037,193418.0
9385,2,1.0,875.0,1948,6037,281223.0
9386,3,1.0,1311.0,1959,6037,370700.0
9387,3,1.0,996.0,1957,6037,39106.0
9388,3,1.0,941.0,1957,6037,134201.0
9389,3,2.0,1047.0,1955,6037,35782.0
9390,3,2.0,1266.0,1963,6037,269151.0
9391,3,2.0,1250.0,1958,6037,149274.0
9392,3,1.0,1056.0,1954,6037,53589.0
9393,3,3.0,1436.0,1979,6037,175264.0
9394,2,1.0,930.0,1953,6037,76494.0
9395,3,2.0,1390.0,1955,6037,78419.0
9396,3,1.0,970.0,1945,6037,294100.0
9397,2,1.0,1096.0,1928,6037,121821.0
9398,3,2.0,1415.0,1953,6037,238731.0
9399,1,1.0,816.0,1925,6037,117544.0
9400,3,2.0,1356.0,1950,6037,242430.0
9401,3,1.0,1088.0,1952,6037,256935.0
9402,3,1.0,988.0,1952,6037,326600.0
9403,3,2.0,1200.0,1950,6037,197061.0
9404,3,1.0,1417.0,1950,6037,67881.0
9405,3,1.0,1233.0,1950,6037,407249.0
9406,3,1.0,1143.0,1950,6037,338020.0
9407,3,2.0,1927.0,1966,6037,541127.0
9408,3,2.0,1720.0,1956,6037,292115.0
9409,4,2.0,1670.0,1951,6037,435068.0
9410,3,1.0,1156.0,1951,6037,212051.0
9411,3,1.0,1152.0,1951,6037,63323.0
9412,2,1.0,805.0,1949,6037,127518.0
9413,3,2.0,1147.0,1950,6037,273297.0
9414,3,2.0,1773.0,1956,6037,101849.0
9415,3,2.0,1631.0,1949,6037,388891.0
9416,4,2.0,1554.0,1950,6037,225250.0
9417,3,2.0,1292.0,1956,6037,251980.0
9418,3,2.0,1222.0,1953,6037,492396.0
9419,3,2.0,1496.0,1955,6037,342557.0
9420,4,2.0,1552.0,1955,6037,233340.0
9421,4,3.0,2289.0,1948,6037,476192.0
9422,2,2.0,1149.0,1947,6037,260930.0
9423,2,2.0,2055.0,1983,6037,215329.0
9424,2,2.0,1864.0,1959,6037,273940.0
9425,3,3.0,1569.0,1957,6037,329956.0
9426,3,2.0,1488.0,1956,6037,291399.0
9427,3,2.0,1801.0,1954,6037,460810.0
9428,3,2.0,1840.0,1969,6037,515000.0
9429,4,2.0,1639.0,1958,6037,460136.0
9430,3,3.0,2066.0,1982,6037,209717.0
9431,4,3.0,2825.0,1959,6037,455647.0
9432,3,2.0,1771.0,1950,6037,86309.0
9433,4,2.0,1428.0,1954,6037,216091.0
9434,5,4.0,2464.0,1974,6037,395765.0
9435,2,2.0,1558.0,1951,6037,187413.0
9436,2,1.0,806.0,1951,6037,197975.0
9437,3,2.0,1334.0,1950,6037,192599.0
9438,3,2.0,1770.0,1950,6037,281131.0
9439,3,2.0,1611.0,1950,6037,296882.0
9440,3,1.0,1032.0,1949,6037,239314.0
9441,2,1.0,860.0,1949,6037,228434.0
9442,3,2.0,1232.0,1953,6037,321266.0
9443,3,2.0,1225.0,1953,6037,429000.0
9444,3,2.0,1184.0,1953,6037,174713.0
9445,3,2.0,1353.0,1955,6037,373375.0
9446,4,2.0,1557.0,1948,6037,308280.0
9447,3,2.0,1490.0,1948,6037,321442.0
9448,2,1.0,790.0,1948,6037,184260.0
9449,2,2.0,1140.0,1952,6037,182888.0
9450,3,2.0,1394.0,1947,6037,446000.0
9451,3,2.0,1312.0,1949,6037,217510.0
9452,3,2.0,1246.0,1954,6037,211397.0
9453,2,2.0,1184.0,1952,6037,432729.0
9454,2,2.0,1518.0,1952,6037,131691.0
9455,3,2.0,1156.0,1950,6037,64102.0
9456,2,1.0,850.0,1950,6037,252451.0
9457,3,1.0,1028.0,1948,6037,327858.0
9458,3,1.0,1098.0,1951,6037,63119.0
9459,2,1.0,769.0,1950,6037,292396.0
9460,4,2.0,1379.0,1950,6037,174674.0
9461,4,2.0,1807.0,1950,6037,98521.0
9462,3,1.0,1320.0,1951,6037,268116.0
9463,4,2.0,2053.0,1951,6037,495441.0
9464,2,1.0,862.0,1951,6037,146012.0
9465,3,2.0,1289.0,1951,6037,432366.0
9466,3,2.0,1116.0,1952,6037,491877.0
9467,2,1.0,1294.0,1960,6037,409846.0
9468,3,2.0,1709.0,1962,6037,459698.0
9469,4,2.0,1964.0,1961,6037,123376.0
9470,3,2.0,1590.0,1965,6037,464220.0
9471,5,5.0,4043.0,1975,6037,1168508.0
9472,5,6.0,5937.0,1975,6037,2705000.0
9473,4,4.0,4404.0,1959,6037,1272108.0
9474,5,4.0,4211.0,1952,6037,374124.0
9475,3,4.0,2630.0,1952,6037,1093287.0
9476,5,5.0,3898.0,2006,6037,1276013.0
9477,3,2.0,1703.0,1951,6037,760253.0
9478,2,1.0,792.0,1950,6037,60014.0
9479,5,4.0,3223.0,1974,6037,704523.0
9480,4,3.0,2463.0,1970,6037,441775.0
9481,4,5.0,4050.0,1996,6037,1247870.0
9483,5,7.0,6399.0,1995,6037,2766556.0
9484,5,7.0,5487.0,1998,6037,1609568.0
9485,5,4.0,3386.0,1967,6037,221253.0
9486,4,3.0,2869.0,1963,6037,834157.0
9487,4,4.0,2639.0,1961,6037,742020.0
9488,6,4.0,3713.0,1962,6037,916914.0
9489,3,3.0,2561.0,1958,6037,1025036.0
9490,4,3.0,2556.0,1963,6037,564411.0
9491,1,1.0,2137.0,1934,6037,1174399.0
9492,5,3.0,2574.0,1972,6037,976000.0
9493,2,1.0,784.0,1964,6037,54707.0
9494,4,3.0,2366.0,1977,6037,380163.0
9495,3,2.0,1845.0,1964,6037,369125.0
9496,4,2.0,1846.0,1964,6037,627000.0
9497,4,2.0,1795.0,1956,6037,690000.0
9498,3,2.0,1160.0,1948,6037,456398.0
9499,3,2.0,1301.0,1959,6037,169870.0
9500,2,1.0,960.0,1951,6037,455787.0
9501,3,2.0,1581.0,1956,6037,162842.0
9502,3,2.0,2596.0,1951,6037,417669.0
9503,3,2.0,1548.0,1963,6037,651349.0
9504,2,1.0,988.0,1951,6037,130713.0
9505,4,4.0,2995.0,1964,6037,843444.0
9506,3,2.0,1325.0,1953,6037,340801.0
9507,3,3.0,2394.0,1976,6037,190070.0
9508,2,2.0,1382.0,1954,6037,647207.0
9509,4,4.0,2755.0,1961,6037,178693.0
9510,4,3.0,2552.0,1962,6037,607759.0
9511,4,3.0,2816.0,1998,6037,663812.0
9512,4,3.0,3211.0,1955,6037,589269.0
9513,6,7.0,7671.0,2001,6037,2736721.0
9514,4,3.0,2719.0,1962,6037,994996.0
9515,4,3.0,2420.0,1958,6037,475918.0
9516,2,3.0,2047.0,1952,6037,1060000.0
9517,5,3.0,3866.0,1954,6037,1020949.0
9518,3,4.0,3564.0,1951,6037,1508341.0
9519,3,1.0,1044.0,1950,6037,97501.0
9520,2,1.0,804.0,1949,6037,330324.0
9521,2,1.0,804.0,1949,6037,173306.0
9522,2,1.0,802.0,1949,6037,246668.0
9523,3,1.0,1026.0,1949,6037,150484.0
9524,3,1.0,1201.0,1949,6037,533299.0
9525,2,2.0,1279.0,1949,6037,390428.0
9526,7,6.0,3791.0,1949,6037,673756.0
9527,3,3.0,1981.0,1926,6037,322734.0
9528,3,3.0,3379.0,1945,6037,418072.0
9529,3,2.0,1178.0,1954,6037,133891.0
9530,4,4.0,2792.0,1991,6037,679014.0
9531,2,2.0,1468.0,1950,6037,408964.0
9532,3,2.0,1596.0,1957,6037,122135.0
9533,4,2.0,1705.0,1960,6037,156531.0
9534,4,3.0,1916.0,1959,6037,722600.0
9535,3,2.0,1800.0,1959,6037,508659.0
9536,3,2.0,1774.0,1957,6037,575290.0
9537,4,2.0,1856.0,1962,6037,572126.0
9538,3,2.0,1380.0,1956,6037,407115.0
9539,4,2.0,1388.0,1955,6037,232386.0
9540,4,2.0,1856.0,1954,6037,542000.0
9541,3,2.0,1246.0,1956,6037,120951.0
9542,3,3.0,1896.0,1957,6037,113861.0
9543,4,3.0,1874.0,1962,6037,510433.0
9544,3,2.0,1500.0,1958,6037,486828.0
9545,4,2.0,1875.0,1977,6037,516441.0
9546,3,2.0,1533.0,1954,6037,463626.0
9547,4,3.0,2231.0,1988,6037,538000.0
9548,3,2.0,1293.0,1954,6037,70777.0
9549,3,2.0,1380.0,1954,6037,192239.0
9550,5,2.0,1948.0,1954,6037,337218.0
9551,3,2.0,1293.0,1954,6037,270563.0
9552,3,2.0,1212.0,1954,6037,318310.0
9553,4,2.0,1362.0,1956,6037,441633.0
9554,3,2.0,1949.0,1963,6037,440563.0
9555,3,2.0,1200.0,1955,6037,69951.0
9556,4,2.0,1446.0,1956,6037,78648.0
9557,2,2.0,1162.0,1949,6037,178110.0
9558,2,1.0,902.0,1949,6037,231521.0
9559,3,2.0,1675.0,1955,6037,276871.0
9560,3,2.0,1225.0,1953,6037,78439.0
9561,4,3.0,1853.0,1954,6037,411073.0
9562,3,2.0,1530.0,1955,6037,429719.0
9563,4,2.0,1296.0,1951,6037,70152.0
9564,3,2.0,1510.0,1958,6037,113001.0
9565,2,1.0,816.0,1951,6037,356257.0
9566,3,2.0,1390.0,1951,6037,434923.0
9567,3,1.0,1064.0,1951,6037,178767.0
9568,3,1.0,1020.0,1951,6037,69327.0
9569,3,2.0,1322.0,1955,6037,403856.0
9570,3,2.0,1404.0,1955,6037,211754.0
9571,4,2.0,1690.0,1951,6037,261744.0
9572,3,2.0,1112.0,1951,6037,458000.0
9573,6,3.0,2444.0,1951,6037,570000.0
9574,4,3.0,2136.0,1969,6037,561000.0
9575,4,2.0,1296.0,1954,6037,409034.0
9576,2,1.0,945.0,1945,6037,137735.0
9577,3,1.0,1072.0,1947,6037,178202.0
9578,3,2.0,1681.0,1947,6037,472091.0
9579,3,3.0,2297.0,1968,6037,597981.0
9580,4,2.0,1467.0,1950,6037,211849.0
9581,3,1.0,1044.0,1950,6037,154293.0
9582,3,2.0,1499.0,1950,6037,74527.0
9583,3,1.0,1263.0,1951,6037,560685.0
9584,6,5.0,4413.0,1990,6037,447129.0
9585,3,3.0,2158.0,1924,6037,667000.0
9586,3,2.0,1748.0,1969,6037,101233.0
9587,2,1.0,811.0,1950,6037,358879.0
9588,4,2.0,1821.0,1950,6037,409319.0
9589,3,2.0,1713.0,1951,6037,194156.0
9590,3,2.0,1895.0,1932,6037,74720.0
9591,3,3.0,1956.0,1955,6037,359690.0
9592,2,1.0,894.0,1949,6037,223378.0
9593,3,2.0,1362.0,1950,6037,212589.0
9594,2,1.0,929.0,1946,6037,305730.0
9595,3,2.0,1218.0,1951,6037,358976.0
9596,6,2.0,1656.0,1954,6037,247220.0
9597,3,2.0,1643.0,1953,6037,376623.0
9598,3,2.0,1476.0,1953,6037,83992.0
9599,3,1.0,1212.0,1951,6037,143469.0
9600,2,1.0,1554.0,1946,6037,342556.0
9601,2,1.0,866.0,1950,6037,380000.0
9602,4,3.0,2082.0,1951,6037,448327.0
9603,3,1.0,1148.0,1951,6037,460000.0
9604,4,3.0,2360.0,1955,6037,142077.0
9605,4,3.0,2628.0,1981,6037,497055.0
9606,4,2.0,1860.0,1956,6037,98066.0
9607,3,1.0,1051.0,1951,6037,419000.0
9608,3,1.0,1080.0,1951,6037,395946.0
9609,3,2.0,1444.0,1955,6037,366906.0
9610,3,2.0,1303.0,1961,6037,444242.0
9611,3,2.0,1634.0,1955,6037,76636.0
9612,3,2.0,1554.0,1976,6037,193970.0
9613,3,2.0,1216.0,1955,6037,232924.0
9614,3,1.0,1004.0,1951,6037,291783.0
9615,2,1.0,888.0,1947,6037,281386.0
9616,2,1.0,840.0,1949,6037,273687.0
9617,4,1.0,1851.0,1951,6037,356441.0
9618,2,1.0,648.0,1947,6037,269869.0
9619,4,3.0,1873.0,1956,6037,492396.0
9620,3,2.0,1216.0,1954,6037,379702.0
9621,3,2.0,1861.0,1958,6037,284917.0
9622,3,2.0,1383.0,1958,6037,209309.0
9623,4,3.0,1873.0,1960,6037,465988.0
9624,3,2.0,1634.0,1959,6037,468059.0
9625,3,2.0,1647.0,1959,6037,315564.0
9626,4,2.0,1810.0,1954,6037,79145.0
9627,3,2.0,1456.0,1954,6037,211965.0
9628,4,2.0,1834.0,1956,6037,253162.0
9629,3,2.0,1803.0,1977,6037,318086.0
9630,4,2.0,1842.0,1976,6037,163891.0
9631,3,2.0,1448.0,1956,6037,132515.0
9632,3,2.0,1641.0,1954,6037,292736.0
